"isbn","Price","Sold by","Shipped by","Position","Buybox","Date","Time"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_03_25"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_03_25"
"[0316496456","$0.00","","","","No","2025_07_18","12_03_28"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_03_28"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_03_28"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_03_28"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_03_28"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_03_28"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_03_28"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_03_33"
"[0316420352","$0.00","","","","No","2025_07_18","12_03_41"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_03_41"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_03_41"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_03_41"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_03_41"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_03_41"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_03_41"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_03_41"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_03_41"
"[0316456128","$0.00","","","","No","2025_07_18","12_03_45"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","12_03_45"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","12_03_45"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_03_45"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_03_45"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_03_45"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","12_03_45"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","12_03_45"
"[1409155811","$0.00","","","","No","2025_07_18","12_03_48"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","12_03_48"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_03_48"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","12_03_48"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","12_03_48"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","12_03_48"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","12_03_48"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","12_03_48"
"[1540002349","$0.00","","","","No","2025_07_18","12_03_58"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_03_58"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_03_58"
"[1452179816","$0.00","","","","No","2025_07_18","12_04_00"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","12_04_00"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","12_04_00"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","12_04_00"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","12_04_00"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","12_04_00"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_04_00"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","12_04_00"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_04_00"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_04_10"
"[130292530X","$0.00","","","","No","2025_07_18","12_04_15"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_04_15"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_04_15"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_04_15"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_04_15"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_04_15"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_04_15"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_04_15"
"[0316420352","$0.00","","","","No","2025_07_18","12_04_17"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_04_17"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_04_17"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_04_17"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_04_17"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_04_17"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_04_17"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_04_17"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_04_17"
"[0316440353","$0.00","","","","No","2025_07_18","12_04_19"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_04_19"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_04_19"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_04_19"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_04_19"
"[1786275716","$0.00","","","","No","2025_07_18","12_04_28"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_04_28"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_04_28"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_04_28"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_04_28"
"[1423654137","$0.00","","","","No","2025_07_18","12_04_31"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_04_31"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_04_31"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_04_31"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_04_31"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_04_31"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_04_31"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_04_31"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_04_31"
"[1452180733","$0.00","","","","No","2025_07_18","12_04_38"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_04_38"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_04_38"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_04_38"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_04_38"
"[0310444039","$0.00","","","","No","2025_07_18","12_04_48"
"[130292530X","$0.00","","","","No","2025_07_18","12_04_51"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_04_51"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_04_51"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_04_51"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_04_51"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_04_51"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_04_51"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_04_51"
"[0316420352","$0.00","","","","No","2025_07_18","12_04_54"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_04_54"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_04_54"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_04_54"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_04_54"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_04_54"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_04_54"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_04_54"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_04_54"
"[1452179816","$0.00","","","","No","2025_07_18","12_05_14"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","12_05_14"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","12_05_14"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","12_05_14"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","12_05_14"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","12_05_14"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_05_14"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","12_05_14"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_05_14"
"[0316496456","$0.00","","","","No","2025_07_18","12_05_19"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_05_19"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_05_19"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_05_19"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_05_19"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_05_19"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_05_19"
"[1540007103","$0.00","","","","No","2025_07_18","12_05_21"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_05_22"
"[130292530X","$0.00","","","","No","2025_07_18","12_05_28"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_05_28"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_05_28"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_05_28"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_05_28"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_05_28"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_05_28"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_05_28"
"[0316420352","$0.00","","","","No","2025_07_18","12_05_31"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_05_31"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_05_31"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_05_31"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_05_31"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_05_31"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_05_31"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_05_31"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_05_31"
"[0316440353","$0.00","","","","No","2025_07_18","12_05_32"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_05_32"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_05_32"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_05_32"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_05_32"
"[1786275716","$0.00","","","","No","2025_07_18","12_05_42"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_05_42"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_05_42"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_05_42"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_05_42"
"[1540002349","$0.00","","","","No","2025_07_18","12_05_46"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_05_46"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_05_46"
"[1452180733","$0.00","","","","No","2025_07_18","12_05_50"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","12_05_50"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_05_50"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","12_05_50"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_05_50"
"[0316496456","$0.00","","","","No","2025_07_18","12_05_53"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_05_53"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_05_53"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_05_53"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_05_53"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_05_53"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_05_53"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_05_59"
"[0316420352","$0.00","","","","No","2025_07_18","12_06_06"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_06_06"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_06_06"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_06_06"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_06_06"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_06_06"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_06_06"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_06_06"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_06_06"
"[0316440353","$0.00","","","","No","2025_07_18","12_06_09"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_06_09"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_06_09"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_06_09"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_06_09"
"[0762469331","$21.64","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_06_16"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_06_16"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_06_16"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_06_16"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_06_16"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_06_16"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_06_16"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_06_16"
"[1786275716","$0.00","","","","No","2025_07_18","12_06_19"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_06_19"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_06_19"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_06_19"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_06_19"
"[1423654137","$0.00","","","","No","2025_07_18","12_06_22"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_06_22"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_06_22"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_06_22"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_06_22"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_06_22"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_06_22"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_06_22"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_06_22"
"[0310444039","$0.00","","","","No","2025_07_18","12_06_39"
"[130292530X","$0.00","","","","No","2025_07_18","12_06_42"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","12_06_42"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_06_42"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","12_06_42"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","12_06_42"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","12_06_42"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","12_06_42"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","12_06_42"
"[0316440353","$0.00","","","","No","2025_07_18","12_06_47"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","12_06_47"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","12_06_47"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","12_06_47"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","12_06_47"
"[1409155811","$0.00","","","","No","2025_07_18","12_06_53"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","12_06_53"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_06_53"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","12_06_53"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","12_06_53"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","12_06_53"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","12_06_53"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","12_06_53"
"[0762469331","$21.64","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_06_55"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_06_55"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_06_55"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_06_55"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_06_55"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_06_55"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_06_55"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_06_55"
"[1786275716","$0.00","","","","No","2025_07_18","12_06_58"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_06_58"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_06_58"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_06_58"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_06_58"
"[0316496456","$0.00","","","","No","2025_07_18","12_07_11"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_07_11"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_07_11"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_07_11"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_07_11"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_07_11"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_07_11"
"[1540007103","$0.00","","","","No","2025_07_18","12_07_13"
"[0310444039","$0.00","","","","No","2025_07_18","12_07_19"
"[0316420352","$0.00","","","","No","2025_07_18","12_07_23"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_07_23"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_07_23"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_07_23"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_07_23"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_07_23"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_07_23"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","12_07_23"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","12_07_23"
"[0316456128","$0.00","","","","No","2025_07_18","12_07_28"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","12_07_28"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","12_07_28"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_07_28"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_07_28"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_07_28"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","12_07_28"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","12_07_28"
"[0762469331","$21.64","Joseph Book Shop","Amazon.com","","No","2025_07_18","12_07_33"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","12_07_33"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","12_07_33"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","12_07_33"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","12_07_33"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","12_07_33"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","12_07_33"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","12_07_33"
"[1786275716","$0.00","","","","No","2025_07_18","12_07_35"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","12_07_35"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_07_35"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","12_07_35"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_07_35"
"[1423654137","$0.00","","","","No","2025_07_18","12_07_38"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","12_07_38"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","12_07_38"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","12_07_38"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","12_07_38"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","12_07_38"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","12_07_38"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_07_38"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_07_38"
"[1452179816","$0.00","","","","No","2025_07_18","12_07_42"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","12_07_42"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","12_07_42"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","12_07_42"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","12_07_42"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","12_07_42"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","12_07_42"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","12_07_42"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_07_42"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","12_07_52"
"[0310444039","$0.00","","","","No","2025_07_18","12_07_54"
"[1540002349","$0.00","","","","No","2025_07_18","12_08_18"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_08_18"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","12_08_18"
"[0316496456","$0.00","","","","No","2025_07_18","12_08_25"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","12_08_25"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","12_08_25"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","12_08_25"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","12_08_25"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","12_08_25"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","12_08_25"
"[0310444039","$0.00","","","","No","2025_07_18","12_08_33"
"[0316420352","$0.00","","","","No","2025_07_18","12_08_36"
"[0316420352","$18.90","The Hope Exchange","Amazon.com","","No","2025_07_18","12_08_36"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","12_08_36"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","12_08_36"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","12_08_36"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","12_08_36"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","12_08_36"
